2129,1
1915,1
1202,1
776,1
1835,0
1462,1
1875,1
2012,0
2123,1
1614,1
1657,1
25,0
384,0
1827,0
980,0
403,1
634,0
1445,1
189,0
1452,1
388,0
1590,0
1460,1
951,0
924,0
722,1
999,1
821,0
1545,1
524,1
1848,0
83,1
534,0
2111,0
987,1
1854,0
1401,1
655,1
138,0
1681,1
2096,0
1988,1
1703,1
293,0
2139,1
2091,1
533,0
212,1
902,0
254,1
1728,1
1271,1
1438,1
716,0
2099,1
1397,1
2180,1
1241,1
601,0
1663,1
944,1
256,1
1238,1
1491,1
2174,1
2086,0
1553,1
1060,1
1599,1
464,1
1651,0
647,0
1973,0
826,0
1574,1
1565,0
1083,0
752,0
104,1
756,0
334,0
1756,0
1049,1
2009,0
1716,0
1620,0
812,0
743,0
1670,0
762,0
274,1
1536,0
1396,0
1011,0
1400,0
820,0
1865,1
1761,0
1745,1
1759,0
1939,0
1953,0
737,1
1077,1
1151,0
676,1
2060,1
590,1
1045,1
1730,1
1712,0
1416,0
872,0
300,1
2014,0
1076,0
760,0
625,0
1508,0
549,0
415,1
2151,1
2110,0
1997,0
346,1
599,0
985,1
1713,1
1123,0
1132,1
1021,0
1989,1
1856,0
1968,0
1533,0
540,0
43,0
1339,0
1297,0
963,1
365,1
1792,1
1358,1
364,0
361,1
461,1
1802,1
1030,1
1466,1
746,0
637,0
1733,1
1269,1
757,1
1774,1
1162,1
476,1
271,1
386,1
2057,1
1743,1
1559,0
405,0
1653,0
231,1
1156,1
2035,0
1243,0
914,1
1366,1
577,1
1239,0
704,0
1552,0
934,0
1506,0
322,1
267,1
2001,1
2034,1
946,0
175,1
1349,0
839,1
1108,1
1837,0
1746,0
735,0
970,0
847,1
958,0
2090,0
96,0
1811,0
1685,1
538,0
1861,1
1027,0
1081,1
2055,1
1901,1
159,0
444,1
1607,0
1580,0
1226,0
888,0
1851,1
2053,0
1133,0
134,1
1251,1
925,1
251,0
1035,0
678,1
879,0
1917,0
264,0
1942,1
1456,1
1887,1
1393,1
1791,1
635,0
1072,1
971,0
809,0
592,1
1816,1
310,1
1671,1
2132,1
514,1
548,0
1922,0
106,1
2101,1
385,0
730,1
289,1
948,0
1747,0
2148,0
1507,1
905,1
1327,0
2078,0
229,1
354,0
1365,1
1633,0
1570,1
789,0
842,1
1706,0
584,1
216,0
1347,1
203,1
1933,0
1159,1
786,0
566,1
1314,1
1185,1
2182,1
1392,1
1022,0
2124,0
1024,1
1116,1
709,0
294,1
63,0
697,0
2177,1
69,0
58,1
710,0
1572,1
1436,1
167,0
1611,0
698,1
542,0
673,0
606,0
1738,0
1163,0
1972,1
291,1
450,1
